"company_name","industry","total_reviews","company_overall_rating","company_work_life_balance","company_salary_benefits","company_job_security","company_company_culture","company_skill_development","company_work_satisfaction","company_promotions_appraisal","review_title","overall_rating","review_date","designation","employment_type","employee_status","work_location","likes","dislikes","additional_comments","sub_work_life_balance","sub_salary_benefits","sub_job_security","sub_company_culture","sub_skill_development","sub_work_satisfaction","sub_promotions_appraisal","source_page","source_url"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","SCM & Logistics","2.0","20/10/2024","Logistics Manager","Permanent","Current Employee","Hyderabad","emphasis on training programs.","Nepotism at very high and unbearable.","Monday to Saturday ( Strict Timings ) ,","2.0","3.0","1.0","1.0","2.0","2.0","1.0","128","https://www.ambitionbox.com/reviews/itc-reviews?page=128"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Business Intelligence & Analytics","5.0","29/07/2024","Media Coordinator","Permanent","Current Employee","Kolkata","The work environment is awesome.","Despite working for more than two years as a third-party payroll ITC did not allow me to work as an ITC payroll. however, they were so happy with my performance.","Monday to Saturday ( Strict Timings ) , This is a desk job.","5.0","4.0","4.0","5.0","5.0","4.0","4.0","128","https://www.ambitionbox.com/reviews/itc-reviews?page=128"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Marketing","3.0","07/06/2024","Senior Associate Officer","Permanent","Current Employee","Kolkata","You can learn a lot","","","1.0","3.0","4.0","1.0","5.0","2.0","3.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","BFSI, Investments & Trading","1.0","18/10/2023","IT Engineer","Permanent","Current Employee","Guna","Job Security with low Salary","Low Salary and low dearness allowance","Monday to Saturday ( Flexible Timings ) ,","1.0","1.0","3.0","1.0","1.0","1.0","1.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Finance","1.0","19/06/2023","Financial Associate","Permanent","Current Employee","Kolkata","Nothing","I dislike every thing.","Monday to Saturday ( Strict Timings ) , This is a desk job.","1.0","1.0","3.0","1.0","1.0","1.0","1.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Occupational Health & Safety","5.0","17/06/2023","Assistant Manager","Permanent","Current Employee","Manesar","I had adorable colleagues and the quality of service was more valued then time bound KPIs.
Clear guidelines were there to deliver responsibility.
I received excellent salary correction in the short term. 
Talent team explained employee life cycle assessment during recruitment.","Nothing specific.","Based on profile , Monday to Friday ( Flexible Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","4.0","5.0","5.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Community Health & Safety","5.0","18/05/2023","Assistant Manager - EHS","Permanent","Current Employee","Kolkata","Excellent Work culture, High professionalism and best compensation in the industry","Nothing","Monday to Friday ( Flexible Timings ) , This job involves Travel Within City .","5.0","5.0","4.0","5.0","4.0","5.0","4.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Finance","5.0","19/04/2023","Assistant Manager Finance","Permanent","Current Employee","Bengaluru","Salary on time","Promotion and career growth","Monday to Saturday ( Flexible Timings ) , This is a desk job.","2.0","5.0","5.0","4.0","3.0","3.0","3.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","IT Consulting","4.0","12/04/2023","Associate Consultant","Permanent","Current Employee","Kolkata","Great company","","","3.0","3.0","3.0","3.0","3.0","3.0","3.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Engineering","1.0","05/04/2023","Junior Engineer","Permanent","Current Employee","Baddi","Mangament","Man age me nt","Strict Timings , This is a desk job.","1.0","1.0","1.0","1.0","1.0","1.0","1.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Banking Operations","5.0","27/06/2019","Sales Supervisor","Permanent","Current Employee","Kolhapur","Good","Na","Monday to Saturday ( Flexible Timings ) ,","5.0","5.0","5.0","5.0","5.0","5.0","5.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Accounting & Taxation","5.0","22/08/2018","Finance Officer","Permanent","Current Employee","Ahmedabad","This is a company which personally taking care of employees work life balance..","I don't find any thing negative in this company","Monday to Saturday ( Strict Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Accounting & Taxation","3.0","27/10/2025","Finance Manager","Permanent","Current Employee","Gurugram","Good pay","Unnecessary work pressure","Monday to Saturday ( Strict Timings ) , This job involves Travel Within Country .","3.0","4.0","5.0","3.0","3.0","3.0","3.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production","5.0","21/10/2025","Supervisor 1 (working remotely)","Permanent","Current Employee","","","I am shefting in karnool","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Operations, Maintenance & Support","3.0","21/10/2025","Technical Associate","Permanent","Current Employee","Mysuru / Mysore, Karnataka","Good culture","Not meet my expectations","Rotational Shift ( Strict Timings ) , This is a desk job.","4.0","4.0","5.0","5.0","3.0","3.0","4.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Operations, Maintenance & Support","5.0","17/10/2025","Vishal rana","Permanent","Current Employee","Kapurthala","Neem ma tha","Sab thik tha","Monday to Saturday ( Flexible Timings ) ,","5.0","5.0","5.0","5.0","5.0","5.0","5.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Aviation & Aerospace - Other","5.0","15/10/2025","Quality Controller (working remotely)","Permanent","Current Employee","","","","","5.0","5.0","5.0","5.0","5.0","5.0","5.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Operations, Maintenance & Support","5.0","14/10/2025","Maintenance Fitter","Permanent","Current Employee","Kolkata","","Nothing","Monday to Saturday ( Strict Timings ) ,","4.0","5.0","5.0","3.0","5.0","5.0","4.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production & Manufacturing","5.0","14/10/2025","Assistant Manager Quality (working remotely)","Permanent","Current Employee","","Employee careing.","NA","Monday to Saturday ( Flexible Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Voice / Blended","3.0","14/10/2025","Sales Team Leader","Permanent","Current Employee","Kota","","","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","2.0","3.0","1.0","3.0","3.0","3.0","2.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Kitchen / F&B Production","5.0","14/10/2025","Chef Trainee","Permanent","Current Employee","Kolkata","","","Rotational Shift ( Flexible Timings ) , This job involves Travel Within City .","5.0","4.0","5.0","5.0","4.0","5.0","4.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","BD / Pre Sales","5.0","14/10/2025","Brand Promoter","Permanent","Current Employee","New Delhi","","I like the company","Monday to Saturday ( Flexible Timings ) , This is a desk job.","5.0","5.0","4.0","5.0","4.0","5.0","4.0","129","https://www.ambitionbox.com/reviews/itc-reviews?page=129"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","HR Operations","3.0","14/10/2025","Human Resource","Contractual","Current Employee","Visakhapatnam","Systems and Processes","Salary","Monday to Saturday ( Strict Timings ) , This job involves Travel Within Country .","3.0","2.0","4.0","4.0","4.0","3.0","4.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Engineering","5.0","14/10/2025","Diploma Trainee Engineer","Permanent","Current Employee","Saharanpur","","","other , Monday to Saturday ( Flexible Timings ) , This job involves Travel Within Country , Travel Within City .","5.0","5.0","4.0","4.0","5.0","4.0","4.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production","2.0","14/10/2025","ITI Fitter","Permanent","Current Employee","Pune","पेमेंट काम होणे से कुछ ठीक नाही लागता","Payment is very low","Monday to Saturday ( Strict Timings ) , This job involves Travel Within City .","2.0","1.0","4.0","1.0","1.0","1.0","3.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Operations, Maintenance & Support","2.0","14/10/2025","Senior Executive Manager","Permanent","Current Employee","Kapurthala","Jab security, that' why illiterate manager working","Only butter polisher will grow","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within Country .","3.0","2.0","4.0","2.0","1.0","1.0","2.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Quality Assurance - Other","4.0","14/10/2025","Quality control associate","Permanent","Current Employee","ITC in Kolkata","Maintaing 5S","Extra headache","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","4.0","3.0","4.0","4.0","5.0","4.0","3.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Engineering","4.0","14/10/2025","Utility Manager","Permanent","Current Employee","Bhadra","Skill development 
On time salary
Job security","Promotions
Increments","Monday to Saturday ( Flexible Timings ) , This is a desk job.","4.0","4.0","5.0","5.0","5.0","5.0","3.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production & Manufacturing - Other","1.0","14/10/2025","Machine Operator","Permanent","Current Employee","Saharanpur","Rubish","We work like donkey, no mankind","Rotational Shift ( Strict Timings ) ,","1.0","3.0","3.0","1.0","1.0","1.0","1.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Accounting & Taxation","1.0","11/10/2025","Assistant Manager","Permanent","Current Employee","Pune","Package is good","Work culture is bad","Strict Timings , This is a desk job.","1.0","4.0","4.0","1.0","3.0","1.0","4.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Sales Support & Operations","2.0","02/10/2025","Area Executive","Permanent","Current Employee","Patna","Brand value","","","2.0","2.0","3.0","1.0","2.0","2.0","3.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Operations","5.0","29/09/2025","Operations Executive","Permanent","Current Employee","Bhadrak","Nice 👍","English Hindi odia","3 days/week from office , Rotational Shift ( Flexible Timings ) , This job involves International Travel .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Marketing","5.0","21/09/2025","ITC DS  (working remotely)","Permanent","Current Employee","","","","Monday to Saturday ( Strict Timings ) , This job involves Travel Within City .","5.0","5.0","5.0","5.0","5.0","5.0","5.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Retail & B2C Sales","3.0","19/09/2025","Area Executive","Permanent","Current Employee","Bengaluru","Work life Balance","","","4.0","2.0","5.0","2.0","1.0","3.0","4.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Enterprise & B2B Sales","4.0","18/09/2025","Area Executive","Permanent","Current Employee","Agra","Job security","Work pressure","Monday to Saturday ( Strict Timings ) , This job involves Travel Within City .","3.0","4.0","5.0","5.0","5.0","5.0","4.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Accounting & Taxation","3.0","16/09/2025","Assistant Manager Finance","Permanent","Current Employee","Ahmedabad","Skill growth","Work life balance","Monday to Saturday ( Flexible Timings ) , This is a desk job.","3.0","4.0","4.0","5.0","5.0","4.0","3.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Strategic Management","5.0","13/09/2025","New Cat Dev Manager - West","Permanent","Current Employee","Kolkata","Highly employees focus company","Slow Growth for Rankers","Alternate Saturday off ( Flexible Timings ) ,","5.0","5.0","5.0","5.0","5.0","5.0","5.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Other","5.0","01/09/2025","Lab Chemist","Permanent","Current Employee","Kolkata","👍","👍good 👍👍","Rotational Shift ( Flexible Timings ) ,","5.0","5.0","5.0","5.0","5.0","5.0","5.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Finance","2.0","30/08/2025","Finance Executive","Permanent","Current Employee","Kolkata","Salary on time and facilities","Work culture and management","Saturday work from home depends on work pressure. , Monday to Saturday ( Strict Timings ) , This is a desk job.","2.0","3.0","4.0","1.0","2.0","1.0","2.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Operations, Maintenance & Support","1.0","28/08/2025","Assistant Manager","Permanent","Current Employee","Bengaluru","","ITC is a Lala company in MNCs packaging","Monday to Friday ( Strict Timings ) , This is a desk job.","1.0","1.0","1.0","1.0","1.0","1.0","1.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Retail & B2C Sales","4.0","22/08/2025","Sales Officer","Permanent","Current Employee","Hyderabad","Seniors are very supportive","Work life balance","Monday to Saturday ( Flexible Timings ) ,","3.0","3.0","5.0","4.0","5.0","4.0","3.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production","3.0","20/07/2025","Manufacturing Manager","Permanent","Current Employee","Bhubaneswar","Ontime salary n performance bonus.","Whimsical decisions and procrastination","Monday to Saturday ( Strict Timings ) ,","3.0","4.0","4.0","3.0","3.0","3.0","3.0","130","https://www.ambitionbox.com/reviews/itc-reviews?page=130"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","IT Network","5.0","16/07/2025","IT Engineer (working remotely)","Permanent","Current Employee","","","","Monday to Friday ( Flexible Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Customer Success","1.0","15/07/2025","CA fresher","Permanent","Current Employee","Baddi","","","Strict Timings , This job involves Travel Within City .","2.0","1.0","1.0","2.0","3.0","1.0","2.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","UI / UX","5.0","13/07/2025","Senior Fashion Designer","Permanent","Current Employee","Trichy surrounding","","","Monday to Saturday ( Strict Timings ) , This is a desk job.","4.0","4.0","4.0","4.0","4.0","4.0","4.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Procurement & Purchase","1.0","12/07/2025","Procurement Officer","Permanent","Current Employee","Bengaluru","Good facilities","Work culture","Monday to Friday ( Strict Timings ) , This is a desk job.","1.0","2.0","1.0","1.0","2.0","1.0","1.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production & Manufacturing - Other","5.0","09/07/2025","Maintenance Supervisor (working remotely)","Permanent","Current Employee","","","","Rotational Shift ( Flexible Timings ) ,","5.0","5.0","5.0","5.0","5.0","5.0","5.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Operations, Maintenance & Support","4.0","08/07/2025","Production Technical Engineer","Permanent","Current Employee","Saharanpur","Work satisfaction & company culture","Salary increase","Monday to Saturday ( Flexible Timings ) , This is a desk job.","5.0","4.0","5.0","5.0","4.0","5.0","3.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Business Intelligence & Analytics","5.0","02/07/2025","Data Entry Operator","Permanent","Current Employee","Cooch Behar","","","3 days/week from office , Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City , International Travel , Travel Within Country .","4.0","5.0","4.0","5.0","5.0","5.0","4.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production & Manufacturing - Other","5.0","24/06/2025","Senior Technical Executive","Permanent","Current Employee","Haridwar","Good company","Promotion and appraisal","Monday to Saturday ( Flexible Timings ) ,","4.0","3.0","4.0","4.0","4.0","4.0","3.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Sales Support & Operations","1.0","16/06/2025","TEAM LEADEAR GT","Permanent","Current Employee","Madhubani","","Salary payout schedule,working environment,company culture","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","1.0","1.0","1.0","1.0","1.0","1.0","1.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Construction Engineering","2.0","06/06/2025","Project Engineer","Permanent","Current Employee","Bengaluru","Nothing","Everything","Monday to Saturday ( Strict Timings ) , This job involves Travel Within Country .","1.0","3.0","1.0","1.0","1.0","1.0","1.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production","5.0","03/06/2025","ITC Jammu","Permanent","Current Employee","Jammu","","","Monday to Saturday ( Strict Timings ) ,","5.0","5.0","5.0","5.0","5.0","5.0","5.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Marketing","2.0","24/05/2025","Food & Beverage Supervisor","Permanent","Current Employee","Chennai","","","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within City .","2.0","1.0","1.0","3.0","5.0","2.0","1.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Retail & B2C Sales","4.0","21/05/2025","Computer Operator","Permanent","Current Employee","Etawah","","👎","Monday to Saturday ( Strict Timings ) , This job involves Travel Within Country .","4.0","4.0","3.0","4.0","4.0","3.0","3.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Accounting & Taxation","5.0","13/05/2025","Finance Executive","Permanent","Current Employee","Bengaluru","","","Monday to Saturday ( Strict Timings ) , This is a desk job.","5.0","5.0","5.0","5.0","5.0","5.0","5.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Operations, Maintenance & Support","5.0","09/04/2025","Sr.Maintenance Executive (working remotely)","Permanent","Current Employee","","Your level in hierarchy doesn't matter, if you want to do for the benefit of organisation under ethics of ITC, doors are always open. Few managers are down to earth, gem of a kind leaders.","Though ITC have good systems. These systems are driven by managers. Some managers bring toxic work culture into system for their own promotions. Few managers shifted from ITC- CMU units to ITC own units doesn't have minimum courtesy towards team.","Monday to Saturday ( Flexible Timings ) , This is a desk job.","3.0","3.0","5.0","3.0","3.0","4.0","3.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Operations, Maintenance & Support","4.0","03/06/2024","Senior Manufacturing Executive(Team Leader)","Permanent","Current Employee","Others","For freshers, it's a good organisation and institute in terms of learning and salary.
After 4-5 years, Saturation will come,don't wait for more time here because people may go in comfort zone.","Overall company is good and fantabulous for carrer, learning prospects but some people made work culture pathetic in some locations and categories......","Monday to Saturday ( Flexible Timings ) , This is a desk job.","3.0","4.0","4.0","3.0","3.0","3.0","3.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production & Manufacturing - Other","5.0","21/02/2025","Deputy Officer","Permanent","Current Employee","Hyderabad","Good work culture and transperant environment. Company cares about the individual & environment. Experienced leadership and very well qualified and understanding. No much politics.","Everything has to go through mail. More documentation procedures.","Rotational Shift ( Flexible Timings ) ,","5.0","4.0","5.0","4.0","4.0","4.0","1.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Construction \/ Manufacturing","1.0","13/07/2024","Manager","Permanent","Current Employee","Bengaluru","Nothing to like about except its brand value outside of the company","","","1.0","1.0","1.0","1.0","1.0","1.0","1.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Sales","3.0","20/10/2023","Sales Trainee","Permanent","Current Employee","Pune","Learn how retail business run","No clear communication about the policies.
When I joined ITC, HR told me that after 2 year you will become area executive and now she is saying policy is change and you have work for 3 years to become area executive.
Salary is very much less as compare to other companies.Even some of the salesman on third party payroll have more salary than sales trainee.
Finance team take too much time to approved travelling expenses.","Monday to Saturday ( Strict Timings ) , This job involves Travel Within City .","2.0","2.0","4.0","2.0","2.0","2.0","2.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Food, Beverage & Hospitality - Other","3.0","08/02/2025","Assistant Manager","Permanent","Current Employee","Bengaluru","Able to know new product and process development from different category. Good contacts from different fields","No motivation and no ethical language used by superior Manager in the team.","Monday to Friday ( Flexible Timings ) , This is a desk job.","3.0","3.0","3.0","3.0","3.0","3.0","3.0","131","https://www.ambitionbox.com/reviews/itc-reviews?page=131"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Management","3.0","27/11/2023","Technical Associate","Permanent","Current Employee","Delhi NCR","Salary and benefits are good and matching the market competition.","Lower increments, HR's involvement for employees posted at CMU'S is very low.
Specifically Foods division (Staples) is becoming single person oriented instead of system oriented. Top management is doing everything in their way ignoring the work life balance of employees and trying to cut costs anyhow.","Rotational Shift ( Strict Timings ) , This is a desk job.","2.0","4.0","4.0","1.0","3.0","3.0","2.0","132","https://www.ambitionbox.com/reviews/itc-reviews?page=132"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","","3.0","01/11/2021","Front Office Executive","front office Department","Current Employee","Kolkata","nothing to like specifically.","everything. the whole organization is disorganized. there's no proper training given and newbies are expected to perform exceptionally just by staring and observing. so you need to learn without a proper guideline or a mentor. managers are frustrated and themselves commit mistakes. the structure needs to change.","Strict Timings ,","3.0","1.0","1.0","1.0","1.0","1.0","1.0","132","https://www.ambitionbox.com/reviews/itc-reviews?page=132"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Operations, Maintenance & Support","3.0","23/11/2024","Machine Operator and Technician (working remotely)","Permanent","Current Employee","","Job Security","Salary increment is too low for others employees expect Managers.
ITC is Very Good For Managers Only.","Rotational Shift ( Flexible Timings ) , This is a desk job.","3.0","2.0","5.0","4.0","4.0","4.0","3.0","132","https://www.ambitionbox.com/reviews/itc-reviews?page=132"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Production & Manufacturing","2.0","24/06/2024","Trainee","Contractual","Current Employee","Tiruchirappalli","Only given food was ok","No casual leave.
No medical leave.
No trainers and professional employee.
There are no overtime costs, but you must work around the clock.","Rotational Shift ( Flexible Timings ) , This is a desk job.","1.0","1.0","1.0","1.0","1.0","1.0","1.0","132","https://www.ambitionbox.com/reviews/itc-reviews?page=132"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","IT Network","5.0","04/09/2024","IT Executive (working remotely)","Permanent","Current Employee","","I'm zulekha khatoon i have to experience 5years it company but salary is not increased. I'm also taring to another company","i don't like  this raining company.","Monday to Friday ( Flexible Timings ) , This is a desk job.","4.0","5.0","5.0","3.0","3.0","4.0","4.0","132","https://www.ambitionbox.com/reviews/itc-reviews?page=132"
"ITC","FMCG","7.1k","3.9","4.0","3.4","3.8","3.4","3.8","3.3","2.9","Engineering","5.0","01/03/2025","Quality (working remotely)","Permanent","Current Employee","","Proper quality balancing, deliver best products to market","Works are more as compare to working time, low salary, there is no accommodation or food","Monday to Saturday ( Strict Timings ) ,","4.0","3.0","3.0","5.0","3.0","4.0","3.0","132","https://www.ambitionbox.com/reviews/itc-reviews?page=132"
